ueDswl1915,1178,12,1.490671788397194,
PulU_I1929,9,389,1338.654894215275135,
S_Ai_g1679,15,7392,95.633839104392436,
xmaAaF935,1042,9,0.056640235121196,
eFwsas519,92,9,0.577200703987179,
fdIikm2797,2204,9,0.142964521961829,
PisJdd2992,1966,12205,0.943314697991030,
FDwahC76,718,9,0.001538426292604,
dADsie455,12,12761,0.660494070771668,
imlMJi76,9,718,601.952539087854916,
sl_JuF2940,879,1966,0.702895343366348,
xpIDw_2755,1307,9,0.062238611352541,
FiiaQs126,782,9,0.000021264258306,
alfxaQ153,15,9,0.000324370059020,
plscjs400,430,198,0.210904414633522,
Didleh2406,770,9,0.001078422934225,
DahAes2333,513,9,0.001733642924771,
QaAiel2816,9,2332,248.201200095949559,
mdlQad990,1032,9,0.000003259724656,
_edMCQ1597,9,2415,504.610008005923135,
aDiSdf102,9,1966,1267.226133531214373,
MlQdIf2784,430,272,2.385653943563814,
k_didc1307,9,203,3512.372549453306874,
FsmaiQ1274,13273,9,0.024956269708436,
jUwDCJ738,2415,9,0.001825952547183,
mkmwgd2707,772,9,0.002528797073707,
kdDlwa1132,2533,28,0.639349439388868,
IkmwDs2388,1515,9,0.066525411822950,
lAisam1373,7598,9,0.015378360010285,
sheaa_2780,473,9,0.392786408139429,
mckfeS413,297,12,0.086477632562508,
IecUmd2556,336,312,51229.883078899278189,
DdhwkJ2994,1966,518,0.000115211190542,
kldhsf1857,9,198,1384.970027354091144,
jkdix_28,1042,1704,10.646949216556314,
Asd_ia156,9,888,6733.426415286768133,
swMedl732,28,29249,1.003948428867600,
eamgal28,518,1704,1149.170144369306172,
SiYiga2846,280,28,0.000003071993841,
lIFdMd731,9,2332,253.024299378125647,
mesade2546,15,9,0.000333772888778,
aDlI_F483,1704,28,0.000372569145166,
Ufeskd2717,573,9,0.000028275619387,
i_laSm24,2502,9,0.008493540391052,
sQ_Djw2046,9,76,225.961350713463872,
lasaDg299,1486,19,0.999084468951783,
_dYxki2737,668,9,0.000515934338498,
YmiADe2737,9,668,1814.555964100047731,
fsaSbw1267,2102,9,0.000641005791758,
sx_kea1949,9,54,3899619148.693176269531250,
xaadae2067,1524,9,0.041032518946161,
kil_ss2799,9,2430,15069.872566230418670,
kDsmDf28,1524,1704,8.564304024497435,
dkIdSj2357,9,402,3513.233649338637861,
apiUlA417,9,513,517.269468397885930,
lds_Dd2564,1856,1764,0.447623138979596,
iDiCal2054,460,9,0.027057867015990,
ldkxfm2013,9,450,93.530735887756421,
deMlSP2662,203,9,0.000291171896250,
ekmQgm82,968,9,0.000285545911192,
kiQPsi3009,1579,1966,3.185722417473973,
jiDmIe400,430,1542,0.492930742885685,
fwgelF589,634,9,0.000365319286628,
dADIbY483,28,1704,2600.946495839021281,
DkkiaC3096,1966,1116,164.759468145510851,
kDefCf2531,28,9,12.875597302905666,
eifmDs2026,9,718,573.294344455008968,
elPDad2695,9,578,17193.341451682561456,
DxgDwI1981,9,15,3041.443983230689355,
DFQadd2009,8429,12,1.053871169945587,
s_Q_Dd2998,12226,1966,1.590766319455595,
wlfPmd1679,7392,15,0.011072998617106,
ed__es1750,76,12,13.918609498285942,
ddsuSx3142,1966,340,0.828984397948919,
xmkaJp839,133,9,0.000343620638347,
Mapked2361,2150,9,0.012285516045080,
AlwDlh76,718,9,0.001598727249728,
_maid_738,2415,9,0.001813367365390,
memmA_1912,12,9,0.000317204721160,
wPlu_w1690,12284,28,0.000657441493325,
Fu_Dcg758,15,12,0.990319346825349,
lU_dDw28,1524,36,12.897962987486464,
maDmUS1847,76,36,1.448466600641955,
ul_jss764,4072,22,0.411589104911364,
QaFesl2708,12,626,0.231524294065293,
iflslk2659,9,192,3047.097453124592903,
d_Fkli2849,759,9,0.000040051240585,
AlYwdm760,12,22,1.033047061726343,
mgIaaA715,1032,12,0.011504025791585,
fsfDd_1305,9,12530,25837.524783827073406,
iIaDmf2929,15,12,0.963541655262517,
apddDm2670,9,315,1.097514780104572,
ksbdYd2931,29475,22,1.046687468239208,
mlse_l170,9,2040,1733.061307355352483,
wdmslD3050,1966,665,5.473633974008763,
Jdebmw1823,9,106,6419.778254826134798,
AYU_Ad1784,9,2951,788.767613236291936,
e_lacA28,92,518,0.096144832853276,
eJkdaA2388,1515,9,0.066924587089749,
xl__am2439,213,9,0.000007393779035,
AlDDdl1994,1704,9,0.004889738894250,
Idmdae1446,12670,9,0.000293346538561,
lkdsdf822,9,776,8857.407947086901913,
uliAkk2764,1758,9,0.001319707234289,
mhfDwk2379,9,4020,1083.715127078693513,
PDul_J1163,9,19,2976.552282062991253,
x_ISde2555,12,312,38509.535362515307497,
jUa_sw662,9,1524,23.324418248749314,
awickk38,12,1625,1.555057544670666,
ddDisa721,9,13218,6089.987210596170371,
sMlAac2729,9,826,6849.019018727046387,
amaaam112,22,9,0.000322673552911,
U_P_Qc721,9,13218,6146.964229815663202,
klAhdd1784,2951,9,0.001206645674899,
l_dQse2539,1515,9,0.065623035734659,
Ymdmci2411,342,9,0.000246397910950,
d_AJCm2737,9,668,1851.665578527810339,
fdgDdd1782,430,9,0.000168609577523,
mslQli1166,4852,9,0.000322887171655,
faAFhs2323,665,9,0.000128893160826,
sJIakD230,13544,9,0.006380450223932,
ekDQds2672,12,340,0.394233217895539,
IkidDl3181,1966,527,6.061883162848766,
xJka_d180,12048,15,0.987443123122731,
D_idlF2737,668,9,0.000543103252743,
MkaU_f3211,7392,22,0.011201281269678,
